Crop,District,Office Name,PIN-code,Price,StateName,Vendor Name,Weight,id
Strawberry,TIRUPPUR,Karaiyur BO,638661,606.25,Tamil Nadu,Vairat,1.5,2790
Rajma,SONITPUR,Da Besseria B.O,784150,253.75,Assam,Ashnaa,1.5,2791
Rice,WEST GODAVARI,Tirumaladevipeta B.O,534467,46,Andhra Pradesh,Abhiman,1,2792
Grapes,CHITTOOR,Padiri B.O,517591,162.25,Andhra Pradesh,Raathinee,2.5,2793
Sweet Potatoes,RAEBARELI,Kishundaspur BO,229401,81.75,Uttar Pradesh,Viyamira,1,2794
Spinach,PATNA,KHANPURA BO,801110,53.5,Bihar,Afroza,1,2795
Barley,MATHURA,Ole BO,281122,406,Uttar Pradesh,Anulaya,3,2796
Strawberry,BATHINDA,Gndtp Bathinda SO,151002,1010.5,Punjab,Maalika,2.5,2797
Cucumbers,CUTTACK,Gandarpur B.O,754005,41.25,Odisha,Sanchive,1,2798
Garlic,West Tripura,No.2 Chandranagar B.O,799102,843.25,Tripura,Ahendra,3,2799
Wheat,AURANGABAD,Dugul BO,824125,118.5,Bihar,Pavi,3,2800
Masoor Dal,BARPETA,Khangra B.O,781305,195.5,Assam,Ritu,2,2801
Oats,BIRBHUM,Nowaparamahadipa BO,731234,468,West Bengal,Niruththan,3,2802
Capsicum,Yavatmal,Kinhi B.O,445002,180.5,Maharashtra,Thaksika,3,2803
Potatoes,SEHORE,Aarya B.O,466115,17.75,Madhya Pradesh,Ashniga,1,2804
Tamarind,MAYURBHANJ,Kantipur B.O,757082,347.75,Odisha,Nevaashini,2,2805
Onions,WEST MIDNAPORE,Uttar Dumurkhola BO,721133,21.5,West Bengal,Kiana,0.5,2806
Carrots,East Khasi Hills,Mawkynrew B.O,793015,26.25,Megalaya,Rushara,0.5,2807
Corn,ERNAKULAM,Thrikkariyoor SO,686692,379.75,Kerala,Anunaya,2,2808
Barley,KANCHIPURAM,Vayalur B.O,602105,406,Tamil Nadu,Revanthi,3,2809
Oats,BAGALKOT,Honnihal B.O,587116,468,Karnataka,Kowshika,3,2810
Potatoes,Kodagu,Aruvathoklu B.O,571213,53.5,Karnataka,Thikshitha,3,2811
Corn,Ahmed Nagar,Tirdhe B.O,422601,569.5,Maharashtra,Mathushane,3,2812
Cucumbers,NAGAR KURNOOL,Appayapally B.O,509401,103.5,Telangana,Tripur,2.5,2813
Rajma,JHARSUGUDA,Pandri B.O,768234,253.75,Odisha,Shajin,1.5,2814
Tamarind,RAJKOT,Mekha Timbi BO,360470,521.75,Gujarat,Dhia,3,2815
Onions,MURSHIDABAD,Barala SO,742235,43.25,West Bengal,Natharshi,1,2816
Rice,Bidar,Attarga B.O,585416,23,Karnataka,Malarchelvi,0.5,2817
Garlic,MEDAK,Yelapgonda B.O,502302,702.5,Telangana,Kiyana,2.5,2818
Spinach,EAST MIDNAPORE,Mathchandipur SO,721659,26.75,West Bengal,Kavithra,0.5,2819
Capsicum,BARMER,Balau B.O,344012,90.25,Rajasthan,Ridhushni,1.5,2820
Strawberry,RANCHI,Jaria BO,835202,808.25,Jharkhand,Ompragash,2,2821
Carrots,MOHALI,Kumbra BO,140308,26.25,Punjab,Kiya,0.5,2822
Masoor Dal,VIZIANAGARAM,Mokhasa Lingalavalasa B.O,535102,244.5,Andhra Pradesh,Karabi,2.5,2823
Grapes,SITAMARHI,Bhaurgarah BO,843318,129.75,Bihar,Vakratund,2,2824
Wheat,KADAPA,Kodur B.O,516474,118.5,Andhra Pradesh,Ahim,3,2825
Sweet Potatoes,KADAPA,Diguvanelatur B.O,516502,163.5,Andhra Pradesh,Parashree,2,2826
Rice,BARMER,Dhanne Ki Dhani B.O,344033,115.25,Rajasthan,Chamunda,2.5,2827
Corn,SIRMAUR,Kotla Bangi BO,173223,95,Himachal Pradesh,Aniketh,0.5,2828
Grapes,MATHURA,Sadar Bazar SO Mathura,281001,129.75,Uttar Pradesh,Dharsik,2,2829
Garlic,JALPAIGURI,Seerampara BO,735132,140.5,West Bengal,Firoz,0.5,2830
Tamarind,BARMER,Sinli Jagir B.O,344022,87,Rajasthan,Taraksh,0.5,2831
Rajma,TUTICORIN,Pothakalanvilai B.O,628702,338.5,Tamil Nadu,Srivishagan,2,2832
Oats,CHANDAULI,Bhabhaura BO,232103,234,Uttar Pradesh,Devnil,1.5,2833
Cucumbers,MUZAFFARPUR,Mohjama BO,843107,82.75,Bihar,Thakkan,2,2834
Sweet Potatoes,JUNAGADH,Toraniya BO,362263,81.75,Gujarat,Grhitha,1,2835
Potatoes,SOUTH GOA,Quela B.O,403401,53.5,Goa,Harinika,3,2836
Spinach,TUTICORIN,Toovipuram B.O,628002,53.5,Tamil Nadu,Kaneshalingam,1,2837
Capsicum,SATARA,Baleghar B.O,412803,90.25,Maharashtra,Danavarsh,1.5,2838
Masoor Dal,ANAND,Vinzol BO,388220,49,Gujarat,Sarathan,0.5,2839
Strawberry,ARIYALUR,Arungal BO,621707,606.25,Tamil Nadu,Kesalya,1.5,2840
Onions,SRIKAKULAM,Gondi B.O,532443,43.25,Andhra Pradesh,Raminthan,1,2841
Wheat,PATNA,MANGARPAL BO,801108,79,Bihar,Vadhanasri,2,2842
Barley,KANPUR DEHAT,Asalatganj BO,209306,135.25,Uttar Pradesh,Khilesh,1,2843
Carrots,MAHABUB NAGAR,Jatram Kalan B.O,509205,105.25,Telangana,Vamnayi,2,2844
Spinach,LALITPUR,Rajghat Dam Project SO,284501,80.25,Uttar Pradesh,Anasuya,1.5,2845
Capsicum,FATEHPUR,Umari BO,212601,120.25,Uttar Pradesh,Kamsala,2,2846
Masoor Dal,BEED,Bagpimpalgoan B.O,431127,293.25,Maharashtra,Rohithvarman,3,2847
Carrots,Kurnool,Rahimanpuram B.O,518598,79,Andhra Pradesh,Bawri,1.5,2848
Rice,KINNAUR,Chagaon BO,172104,92,Himachal Pradesh,Nimaashaya,2,2849
Wheat,VILLUPURAM,Andrayanur B.O,605803,118.5,Tamil Nadu,Lashiya,3,2850
Garlic,VILLUPURAM,Kadambur S.O (Villupuram),605802,702.5,Tamil Nadu,Mashiya,2.5,2851
Potatoes,NAMAKKAL,Koottapalli S.O,637214,26.75,Tamil Nadu,Rajee,1.5,2852
Onions,DATIA,Bhagor B.O,475686,43.25,Madhya Pradesh,Arudan,1,2853
Cucumbers,AHMEDABAD,Kadipur BO,382463,82.75,Gujarat,Geetisha,2,2854
Strawberry,HANUMANGARH,Shivdanpura B.O,335503,606.25,Rajasthan,Mahidhar,1.5,2855
Corn,KACHCHH,Kumbharadi BO,370140,284.75,Gujarat,Monica,1.5,2856
Barley,KOTA,Borkheda B.O,324002,270.75,Rajasthan,Shailen,2,2857
Grapes,TIRUNELVELI,Arugankulam B.O,627757,64.75,Tamil Nadu,Alvina,1,2858
Tamarind,PALI,Mada B.O,306702,87,Rajasthan,Aakash,0.5,2859
Oats,VIZIANAGARAM,Gadasam B.O,535580,312,Andhra Pradesh,Nadeeka,2,2860
Rajma,KARUR,K.Pitchampatti B.O,639118,84.5,Tamil Nadu,Dhana,0.5,2861
Sweet Potatoes,AZAMGARH,Jagdishpur BO,276304,204.5,Uttar Pradesh,Durmada,2.5,2862
Capsicum,BUNDI,Bhiya B.O,323602,150.5,Rajasthan,Priyanshu,2.5,2863
Grapes,EAST GODAVARI,Sarabhavaram B.O,533286,194.5,Andhra Pradesh,Rikshit,3,2864
Onions,Ahmed Nagar,Pimparkane B.O,422604,129.75,Maharashtra,Meega,3,2865
Carrots,BEED,Sakshal Pimpri B.O,414205,105.25,Maharashtra,Paritosh,2,2866
Rice,VALSAD,Zaroli BO,396105,115.25,Gujarat,Dhanvanth,2.5,2867
Garlic,SITAPUR,Tikra BO,261201,843.25,Uttar Pradesh,Akalmash,3,2868
Wheat,RATLAM,Jaora Choupati S.O,457226,98.75,Madhya Pradesh,Yoshwin,2.5,2869
Oats,PALAKKAD,Olivemount BO,678702,312,Kerala,Yasmitha,2,2870
Strawberry,PATAN,Sipur BO,384241,606.25,Gujarat,Jathuhula,1.5,2871
Corn,Dharwad,Kamadolli B.O,581113,189.75,Karnataka,Dhiti,1,2872
Potatoes,AJMER,Bithur B.O,305205,53.5,Rajasthan,Visakan,3,2873
Rajma,SITAMARHI,Bhanaspatti BO,843328,423,Bihar,Zana,2.5,2874
Sweet Potatoes,LOHARDAGA,Lowagain BO,835213,41,Jharkhand,Drishtee,0.5,2875
Barley,ROHTAS,Indrapuri SO,821308,203,Bihar,Sharmithan,1.5,2876
Spinach,JALGAON,Khedgaon ( N ) B.O,424201,80.25,Maharashtra,Yogadeva,1.5,2877
Tamarind,KANCHIPURAM,Kalvoy BO,603108,521.75,Tamil Nadu,Jeyananthini,3,2878
Masoor Dal,RANGAREDDY,Agriculture College S.O,500030,244.5,Telangana,Milind,2.5,2879
Cucumbers,MOHALI,Tajpura BO,140101,103.5,Punjab,Bilvani,2.5,2880
Wheat,BALAGHAT,Birsa S.O,481051,79,Madhya Pradesh,Mahashree,2,2881
Sweet Potatoes,AMRITSAR,Marari Kalan BO,143601,41,Punjab,Nivyanthi,0.5,2882
Rajma,EAST GODAVARI,Vemavaram B.O,533401,84.5,Andhra Pradesh,Nathiva,0.5,2883
Masoor Dal,KADAPA,Valleruvaripalli B.O,516227,97.75,Andhra Pradesh,Swayam,1,2884
Spinach,BALESWAR,Alasuan B.O,756043,160.75,Odisha,Savan,3,2885
Capsicum,WEST MIDNAPORE,Debra Bazar SO,721126,90.25,West Bengal,Edwina,1.5,2886
Cucumbers,Warangal,Itikalapalli B.O,506132,82.75,Telangana,Ajah,2,2887
Carrots,HAPUR,Simbhaoli SO,245207,52.75,Uttar Pradesh,Kobinan,1,2888
Onions,KARNAL,Kurlan B.O,132046,21.5,Haryana,Aathersh,0.5,2889
Potatoes,KANDHAMAL,Dadingia B.O,762101,9,Odisha,Sakish,0.5,2890
Rice,EAST GODAVARI,Surapurajupeta B.O,533407,138.25,Andhra Pradesh,Yaswini,3,2891
Oats,KASARGOD,Katukukke BO,671552,234,Kerala,Neriya,1.5,2892
Strawberry,JAMTARA,Jamtara SO,815351,1212.5,Jharkhand,Anchita,3,2893
Barley,SIROHI,Sindrath B.O,307001,406,Rajasthan,Visoka,3,2894
Garlic,EAST CHAMPARAN,Bhurkurwa BO,845406,421.5,Bihar,Dhanavel,1.5,2895
Grapes,BAGALKOT,Nagur B.O,587118,32.5,Karnataka,Maharth,0.5,2896
Tamarind,KANCHIPURAM,Uttiramerur S.O,603406,87,Tamil Nadu,Ramadhuta,0.5,2897
Corn,SIKAR,Posani BO,332031,95,Rajasthan,Bishweshwar,0.5,2898
Sweet Potatoes,SHIVAMOGGA,Aralasurali B.O,577414,245.25,Karnataka,Zaanjar,3,2899
Corn,MEDAK,Yelapgonda B.O,502302,569.5,Telangana,Munikanta,3,2900
Spinach,THENI,Kottagudi B.O,625582,107.25,Tamil Nadu,Eesvaraprasaad,2,2901
Carrots,CHANDRAPUR,Khadsangi B.O,442906,131.5,Maharashtra,Virochana,2.5,2902
Oats,DODA,Khellani SO,182201,468,Jammu and Kashmir,Umamakeshwaran,3,2903
Wheat,KANCHIPURAM,Vayalakkavur B.O,631603,79,Tamil Nadu,Lavindran,2,2904
Grapes,KAMRUP,Bamundi B.O,781103,64.75,Assam,Azura,1,2905
Masoor Dal,SAMBALPUR,Babu Nikitimal B.O,768228,146.75,Odisha,Vallik,1.5,2906
Barley,NARSINGHPUR,Rampura B.O,487661,135.25,Madhya Pradesh,Lakshaniya,1,2907
Tamarind,UDAIPUR,Rathora B.O,313026,87,Rajasthan,Shrikar,0.5,2908
Capsicum,TIRUCHIRAPPALLI,Ammamandapam S.O,620006,120.25,Tamil Nadu,Samyukthan,2,2909
Garlic,Kolhapur,Kabnur SO,416138,702.5,Maharashtra,Nasser,2.5,2910
Strawberry,BONGAIGAON,Bholatol B.O,783390,808.25,Assam,Chelliyen,2,2911
Cucumbers,SALEM,K.Vadugapatti B.O,637102,41.25,Tamil Nadu,Varodhayi,1,2912
Rajma,VIZIANAGARAM,Kavitibhadra B.O,535522,84.5,Andhra Pradesh,Puvaanand,0.5,2913
Onions,NANDED,Takli B.O,431736,129.75,Maharashtra,Yearani,3,2914
Potatoes,PILIBHIT,Sunpahar BO,262302,26.75,Uttar Pradesh,Kogilam,1.5,2915
Rice,BHONGIR,Vasalmari B.O,508115,46,Telangana,Erandika,1,2916
Onions,BAGPAT,Jiwaana BO,250345,108,Uttar Pradesh,Veenadhari,2.5,2917
Potatoes,KARUR,Punnam B.O,639136,53.5,Tamil Nadu,Kurthak,3,2918
Masoor Dal,JHANSI,Jaryai BO,284301,97.75,Uttar Pradesh,Gaurathan,1,2919
Sweet Potatoes,WAYANAD,Karachal BO,673591,245.25,Kerala,Surdeep,3,2920
Tamarind,KHEDA,Kapadwanj SO,387620,347.75,Gujarat,Suketu,2,2921
Spinach,SIKAR,Tajsar BO,332301,134,Rajasthan,Lenin,2.5,2922
Garlic,TIRUVANNAMALAI,Rajapalayam BO,606755,562,Tamil Nadu,Tapan,2,2923
Rice,GARIABAND,Belar BO,493992,69,Chattisgarh,Arya,1.5,2924
Rajma,HASSAN,Mudalahippe B.O,573211,338.5,Karnataka,Thanikainathan,2,2925
Corn,AMBALA,SEGTI,134008,569.5,Haryana,Vibishri,3,2926
Carrots,ROHTAS,Khanaithi BO,821107,158,Bihar,Falaq,3,2927
Capsicum,TIRUPPUR,Puliampatti Mulanur BO,638106,30,Tamil Nadu,Hemavathi,0.5,2928
Oats,PUNE,Manjari Farm S.O,412307,234,Maharashtra,Yuvarani,1.5,2929
Cucumbers,JORHAT,Gorajan B.O,785631,82.75,Assam,Kamaleshwar,2,2930
Strawberry,PALAKKAD,Panamanna SO,679501,404.25,Kerala,Priyashani,1,2931
Grapes,JALANDHAR,Haripur Khalsa BO,144410,129.75,Punjab,Prathmesh,2,2932
Wheat,PRATAPGHAR,Gopalpura B.O,312626,39.5,Rajasthan,Rupashree,1,2933
Barley,RAMPUR,Chikti Ramnagar BO,244901,135.25,Uttar Pradesh,Rajbavan,1,2934
Rice,AURANGABAD,Bankinhola B.O,431135,23,Maharashtra,Raosaheb,0.5,2935
Strawberry,BELLARY,Vaddu B.O,583123,1212.5,Karnataka,Shamanan,3,2936
Cucumbers,MADHUBANI,Arerhat SO,847222,124,Bihar,Nallaavini,3,2937
Spinach,JALOR,Unn B.O,343001,80.25,Rajasthan,Bhuvaana,1.5,2938
Corn,VILLUPURAM,Pidaripattu BO,605651,474.75,Tamil Nadu,Daksheshwar,2.5,2939
Oats,EAST MIDNAPORE,Basuli Bazar BO,721425,312,West Bengal,Rajuriha,2,2940
Tamarind,DEVBHOOMI DWERKA,Chhapar BO,361306,347.75,Gujarat,Dharanidaran,2,2941
Carrots,Warangal,Naikpalli B.O,506112,26.25,Telangana,Dharshaan,0.5,2942
Rajma,SAMASTIPUR,Chhatauna BO,848134,253.75,Bihar,Prayanthi,1.5,2943
Sweet Potatoes,KOTHAGUDEM,Arlagudem B.O,507137,204.5,Telangana,Ekayaa,2.5,2944
Grapes,Thoubal,Thoubal Block (T/C/D) B.O,795138,162.25,Manipur,Kumara,2.5,2945
Potatoes,MALAPPURAM,Vattamkulam SO,679578,44.75,Kerala,Driya,2.5,2946
Barley,BENGALURU RURAL,Nagadenahalli S.O,562163,67.75,Karnataka,Balasingaram,0.5,2947
Wheat,VADODARA,Kavitha BO,391125,19.75,Gujarat,Arini,0.5,2948
Masoor Dal,Phek,Kikruma B.O,797107,97.75,Nagaland,Elil,1,2949
Capsicum,West Tripura,Siddhi Ashram B.O,799003,90.25,Tripura,Yathusga,1.5,2950
Onions,PALAKKAD,Kappur BO,679552,129.75,Kerala,Nevin,3,2951
Garlic,CHANDRAPUR,Kurza B.O,441206,281,Maharashtra,Nishinath,1,2952
Sweet Potatoes,KOTTAYAM,Kaipuzha SO,686602,122.75,Kerala,Daikaku,1.5,2953
Tamarind,GONDIA,Bondegaon (Surban) B.O,441702,174,Maharashtra,Alagarsamy,1,2954
Grapes,ERNAKULAM,Iramalloor BO,686691,129.75,Kerala,Akilkannan,2,2955
Strawberry,JAMMU,Gharota BO,181122,404.25,Jammu and Kashmir,Vaarahi,1,2956
Capsicum,Leh,Hunder B.O,194401,120.25,Jammu and Kashmir,Poovarashan,2,2957
Cucumbers,BARMER,Goliar B.O,344012,82.75,Rajasthan,Rithihaa,2,2958
Masoor Dal,BIJNOR,Amkhera  Sanjarpur BO,246761,195.5,Uttar Pradesh,Niroothen,2,2959
Potatoes,GORAKHPUR,Dohariya Bazar BO,273015,26.75,Uttar Pradesh,Lojithan,1.5,2960
Barley,BARDHAMAN,Balgona BO,713407,406,West Bengal,Ayukta,3,2961
Rice,BHIND,Chenkuri B.O,477222,69,Madhya Pradesh,Harjana,1.5,2962
Garlic,Ananthapur,Pandiparthi B.O,515122,421.5,Andhra Pradesh,Srish,1.5,2963
Wheat,BARAN,Halgana B.O,325220,59.25,Rajasthan,Gulzar,1.5,2964
Spinach,BIKANER,Kalu S.O,334602,160.75,Rajasthan,Masila,3,2965
Rajma,MURSHIDABAD,Satitara BO,742132,423,West Bengal,Kumaresh,2.5,2966
Corn,NADIA,Swarnakhali BO,741506,474.75,West Bengal,Dharsonan,2.5,2967
Onions,THANE,Kinholi S.O,421403,108,Maharashtra,Danusaa,2.5,2968
Oats,PERAMBALUR,Karianur B.O,621117,78,Tamil Nadu,Yajnadhar,0.5,2969
Carrots,GUNTUR,Garapadu B.O,522017,79,Andhra Pradesh,Letchumi,1.5,2970
Strawberry,Guntur,Gandhinagar S.O (Guntur),522201,404.25,Andhra Pradesh,Elambarithi,1,2971
Corn,BELAGAVI,Hunshyal PG B.O,591224,284.75,Karnataka,Nirojitha,1.5,2972
Carrots,BHILWARA,Bhojras B.O,311030,26.25,Rajasthan,Aeshan,0.5,2973
Garlic,AGRA,GM Khan,282003,562,Uttar Pradesh,Azhagan,2,2974
Sweet Potatoes,SHIVPURI,Ramgarh B.O,473770,204.5,Madhya Pradesh,Mauli,2.5,2975
Grapes,GWALIOR,Putti B.O,475115,64.75,Madhya Pradesh,Vaisath,1,2976
Capsicum,ALAPPUZHA,Thonackad BO,689511,150.5,Kerala,Sujarthan,2.5,2977
Onions,LAKHISARAI,Sahoor BO,811310,108,Bihar,Ekachandra,2.5,2978
Wheat,MALKANGIRI,Birlaxmipur B.O,764044,79,Odisha,Abiranthan,2,2979
Barley,MAU,Bhadir BO,276405,338.5,Uttar Pradesh,Athikunan,2.5,2980
Spinach,BEGUSARAI,Sahuri BO,851112,134,Bihar,Pashupriya,2.5,2981
Rice,AMETHI,Anapur BO,227409,23,Uttar Pradesh,Suvin,0.5,2982
Oats,MALAPPURAM,Vattamkulam SO,679578,468,Kerala,Ikshu,3,2983
Cucumbers,COOCH BEHAR,Hemkumari BO,735122,62,West Bengal,Kausthuba,1.5,2984
Potatoes,HAMIRPURHP,Maharal SO,176049,26.75,Himachal Pradesh,Dhanushri,1.5,2985
Masoor Dal,BATHINDA,Naruana BO,151005,244.5,Punjab,Pratheeban,2.5,2986
Tamarind,TAPI,Moramba BO,394380,434.75,Gujarat,Kirathavaran,2.5,2987
Rajma,NABARANGAPUR,Badabasini B.O,764073,507.5,Odisha,Kautilya,3,2988
Rajma,BAREILLY,Khera Ramnagar BO,243203,423,Uttar Pradesh,Nigun,2.5,2989
Onions,RAIPUR,Amsena BO,493225,108,Chattisgarh,Suthas,2.5,2990
Sweet Potatoes,BANSWARA,Miyasa B.O,327027,204.5,Rajasthan,Vicki,2.5,2991
Carrots,PRAKASAM,Mugachinala B.O,523270,131.5,Andhra Pradesh,Lithishan,2.5,2992
Barley,BEED,Kumbephal B.O,431123,406,Maharashtra,Narmini,3,2993
Spinach,TAPI,Taparwada BO,394365,160.75,Gujarat,Deeshini,3,2994
Strawberry,RAEBARELI,Dostpur BO,229311,202,Uttar Pradesh,Akshalya,0.5,2995
Oats,VELLORE,Periyakasinaickenpatti B.O,635901,390,Tamil Nadu,Senthan,2.5,2996
Tamarind,SRIKAKULAM,Kommusariapalli B.O,532203,174,Andhra Pradesh,Thamilarasu,1,2997
Corn,CHANDRAPUR,Sagra B.O,442906,284.75,Maharashtra,Udarsh,1.5,2998
Masoor Dal,Kurnool,Pesalabanda B.O,518323,293.25,Andhra Pradesh,Jagathratchan,3,2999
Wheat,Guntur,Gandhinagar S.O (Guntur),522201,59.25,Andhra Pradesh,Nirnami,1.5,3000
Rice,SIKAR,Sunderpura BO,332402,23,Rajasthan,Thanmitha,0.5,3001
Capsicum,NAWADA,Paharpur BO,805126,30,Bihar,Adithevan,0.5,3002
Garlic,DINDIGUL,Vaithilathoppampatti BO,624306,140.5,Tamil Nadu,Sasanth,0.5,3003
Grapes,KARIM NAGAR,Chengerla B.O,505469,97.25,Telangana,Ragunthan,1.5,3004
Cucumbers,Warangal,Gollapalli B.O,506302,82.75,Telangana,Rudhrika,2,3005
Potatoes,MAYURBHANJ,Keutunimari B.O,757014,9,Odisha,Kabhila,0.5,3006
Oats,RAMANATHAPURAM,Govindamangalam BO,623401,156,Tamil Nadu,Thanvesh,1,3007
Grapes,Sangli,Revangaon B.O,415311,64.75,Maharashtra,Visaha,1,3008
Rajma,SURYAPET,Yepalasingaram B.O,508204,84.5,Telangana,Tuniesha,0.5,3009
Barley,KRISHNA,Cheruvu Madhavaram B.O,521229,135.25,Andhra Pradesh,Akshinya,1,3010
Carrots,Uttara Kannada,Bandal B.O,581315,26.25,Karnataka,Dheekshana,0.5,3011
Spinach,LATEHAR,Jalim BO,829206,107.25,Jharkhand,Kirubaragan,2,3012
Potatoes,EAST SIKKIM,North Regu BO,737131,26.75,Sikkim,Gyandeep,1.5,3013
Masoor Dal,VALSAD,Valsad  Vankal BO,396055,97.75,Gujarat,Suruthan,1,3014
Capsicum,SUNDERGARH,Simdega B.O,770014,30,Odisha,Naitvik,0.5,3015
Wheat,JABALPUR,Baroda B.O,483220,98.75,Madhya Pradesh,Varchas,2.5,3016
Strawberry,BANKURA,Indpur SO,722136,808.25,West Bengal,Kuruperan,2,3017
Corn,WEST CHAMPARAN,Mahna Gani BO,845438,569.5,Bihar,Thamaraichelvi,3,3018
Onions,TUMAKURU,Honnagondanahalli B.O,572137,21.5,Karnataka,Lowkya,0.5,3019
Tamarind,BAREILLY,Bithri Chainpur BO,243123,434.75,Uttar Pradesh,Jaisukh,2.5,3020
Rice,HOSHANGABAD,Taronkala B.O,461775,92,Madhya Pradesh,Nishenth,2,3021
Cucumbers,BULDHANA,Bhadgaon B.O,443106,82.75,Maharashtra,Gopesh,2,3022
Garlic,SAMASTIPUR,Chakhaji BO,848115,281,Bihar,Jevisha,1,3023
Sweet Potatoes,NAGPUR,Bhiwapur S.O,441201,81.75,Maharashtra,Sripuratchi,1,3024
Rice,BARAN,Mau B.O,325215,46,Rajasthan,Genova,1,3025
Tamarind,VIRUDHUNAGAR,Sundaranachiarpuram SO,626142,434.75,Tamil Nadu,Gogulnath,2.5,3026
Cucumbers,BASTI,Mahripur BO,272302,124,Uttar Pradesh,Kank,3,3027
Capsicum,BELAGAVI,Hiremanoli B.O,591112,60.25,Karnataka,Anandroop,1,3028
Garlic,AGRA,Puramana BO,283122,140.5,Uttar Pradesh,Priyankana,0.5,3029
Potatoes,ETAWAH,Kandheshi Pachar BO,206242,35.75,Uttar Pradesh,Daneshi,2,3030
Barley,BAKSA,Muktapur B.O,781344,406,Assam,Luxmetha,3,3031
Strawberry,BAREILLY,Khera Ramnagar BO,243203,1010.5,Uttar Pradesh,Surojit,2.5,3032
Sweet Potatoes,KOZHIKODE,Korothroad BO,673309,122.75,Kerala,Jagatbehari,1.5,3033
Carrots,SUNDERGARH,Mahesdihi S.O,770001,79,Odisha,Praharshita,1.5,3034
Rajma,HISAR,Anaj Mandi Hansi SO,125033,423,Haryana,Gira,2.5,3035
Oats,FIROZPUR,Palla Megha BO,152002,156,Punjab,Saarankan,1,3036
Onions,DAKSHINA KANNADA,Nainad B.O,574233,21.5,Karnataka,Vishvanath,0.5,3037
Spinach,SAMBALPUR,Fasimal B.O,768107,26.75,Odisha,Sriman,0.5,3038
Grapes,JAMNAGAR,Salaya SO,361310,162.25,Gujarat,Maanhitha,2.5,3039
Wheat,REWA,Barahula B.O,486447,79,Madhya Pradesh,Iynkaran,2,3040
Corn,BIRBHUM,Paikpara BO,731220,284.75,West Bengal,Vatheesh,1.5,3041
Masoor Dal,EAST MIDNAPORE,Deulia BO,721154,49,West Bengal,Kowsi,0.5,3042
Rice,VELLORE,Sembarayanallur BO,632519,92,Tamil Nadu,Nimmy,2,3043
Strawberry,SHRAWASTI,Laxmanpur Kothi BO,271803,808.25,Uttar Pradesh,Bhavaanaa,2,3044
Capsicum,WEST MIDNAPORE,Vidyasagar University SO,721102,150.5,West Bengal,Sangarasu,2.5,3045
Sweet Potatoes,SRIKAKULAM,Chidimi B.O,532460,163.5,Andhra Pradesh,Tivhyan,2,3046
Spinach,ALLAHABAD,Dhobaha BO,221502,134,Uttar Pradesh,Aabher,2.5,3047
Cucumbers,PUNE,Katraj S.O,411046,41.25,Maharashtra,Abija,1,3048
Masoor Dal,DHARMAPURI,Donnakuttahalli B.O,636810,146.75,Tamil Nadu,Samir,1.5,3049
Tamarind,ARIYALUR,Arungal BO,621707,87,Tamil Nadu,Prithivirajan,0.5,3050
Corn,SIVAGANGA,Athikaram B.O,630207,379.75,Tamil Nadu,Alpitha,2,3051
Oats,FATEHPUR,Chandapur BO,212658,156,Uttar Pradesh,Tanaasha,1,3052
Barley,SITAPUR,Beehat Gaur BO,261141,67.75,Uttar Pradesh,Vasanthen,0.5,3053
Wheat,HOOGHLY,Gotan BO,712410,39.5,West Bengal,Chandraharika,1,3054
Rajma,KANGRA,Serathana BO,176056,253.75,Himachal Pradesh,Mathajeyan,1.5,3055
Potatoes,PURI,Mula Alasa B.O,752014,44.75,Odisha,Yathustiga,2.5,3056
Garlic,SARAN,Pirauta BO,841443,140.5,Bihar,Urmitha,0.5,3057
Carrots,DEWAS,Pipri B.O,455227,158,Madhya Pradesh,Vijayaventhan,3,3058
Onions,NALANDA,Eksari BO,803117,21.5,Bihar,Ajayshan,0.5,3059
Grapes,WEST CHAMPARAN,Mahui BO,845103,97.25,Bihar,Aaingana,1.5,3060
Spinach,MANDI,Gangoti BO,175032,107.25,Himachal Pradesh,Yahthushan,2,3061
Rajma,RAEBARELI,Samodha BO,229212,423,Uttar Pradesh,Amitabha,2.5,3062
Garlic,WEST GODAVARI,Dharmajigudem S.O,534462,140.5,Andhra Pradesh,Nelane,0.5,3063
Onions,ALLAHABAD,Ramgarh Kothari BO,212402,21.5,Uttar Pradesh,Kathiyga,0.5,3064
Grapes,EAST SIKKIM,Phadamchen BO,737131,129.75,Sikkim,Yasothan,2,3065
Oats,RATNAGIRI,Kurwal Jawali B.O,415718,156,Maharashtra,Arshin,1,3066
Cucumbers,DUNGARPUR,Barbudnia B.O,314401,20.75,Rajasthan,Dhamu,0.5,3067
Corn,Aizawl,Hmunpui B.O,796421,569.5,Mizoram,Dhiyaprakash,3,3068
Potatoes,MIRZAPUR,Dubarkala BO,231211,35.75,Uttar Pradesh,Meha,2,3069
Rice,CHICKMAGALUR,Cheeranahalli B.O,577549,92,Karnataka,Pharvendan,2,3070
Carrots,NASHIK,Rohile B.O,422203,105.25,Maharashtra,Thulika,2,3071
Barley,SAMBHAL,Maulagarh BO,244412,203,Uttar Pradesh,Laleh,1.5,3072
Masoor Dal,VADODARA,Bhaniara BO,391510,146.75,Gujarat,Dooran,1.5,3073
Wheat,EAST GODAVARI,Mukundavaram B.O,533291,39.5,Andhra Pradesh,Jaimathi,1,3074
